getDevice      getProgram     runProgram     
0.152074       27.4369        75.6539        
1.95604        23.7569        75.602         
0.912032       25.2941        75.6169        
1.65607        24.5373        75.6576        
2.10005        23.0932        75.5739        
3.49519        21.7875        75.5876        
0.152151       27.4604        75.6348        
3.50402        22.3962        75.635         
2.46006        22.9891        75.6542        
1.72402        24.1769        75.6545        
0.784008       25.5365        75.6029        
0.163121       27.3858        75.6856        
0.396066       25.8168        75.6507        
0.880031       26.4122        75.6114        
1.6641         24.5442        75.6353        
1.70007        24.2057        75.658         
1.08801        26.1041        75.645         
1.58003        24.6715        75.6243        
2.48802        22.74          75.6799        
1.36802        25.8778        75.5675        
0.224825       27.3208        75.6843        
2.48002        22.9886        75.6329        
0.367631       26.7926        75.6875        
0.56802        25.3691        75.6871        
1.79204        24.3455        75.6587        
1.56402        24.6947        75.6348        
1.89601        23.9732        75.6111        
0.095702       27.5054        75.647         
3.64118        21.6312        75.5693        
3.42001        22.368         75.6485        
3.36003        22.9754        75.0971        
3.34005        22.4167        75.6318        
3.54001        22.3199        75.6487        
1.36002        25.7593        75.5894        
3.53204        21.5778        75.687         
0.69601        26.5773        75.6596        
1.62004        24.5388        75.6382        
1.36803        24.8333        75.6596        
3.46801        21.728         75.625         
0.552014       26.6371        75.656         
0.568057       25.7187        75.6383        
0.640052       26.4811        75.656         
3.41604        22.7899        75.2913        
1.35603        25.5161        75.6371        
3.612          21.5807        75.6127        
0.037248       27.5598        75.6511        
3.57607        21.5929        75.6565        
1.17208        25.0327        75.6447        
1.33207        24.9455        75.66          
1.77617        23.6923        75.6492        
0.956035       25.3531        75.6124        
3.94807        21.4442        75.6374        
0.628025       26.4458        75.688         
0.033642       27.5652        75.6566        
0.928999       26.2295        75.6833        
1.96411        23.6419        75.66          
3.48403        22.4233        75.6266        
3.43602        21.9156        75.4702        
0.144137       27.4668        75.6272        
1.34802        24.7651        75.6689        
2.12403        22.9816        75.6885        
0.660132       26.6517        75.6264        
1.49205        24.4481        75.6821        
1.76004        24.2762        75.5981        
1.02803        26.1433        75.6209        
1.21602        25.0403        75.638         
3.50402        22.8237        75.2147        
0.268123       27.336         75.6384        
1.10021        26.0946        75.6397        
0.095227       27.4934        75.6611        
2.08408        23.8769        75.5976        
2.03608        23.4734        75.5652        
0.16           27.436         75.6505        
1.36002        24.6297        75.661         
2.12009        24.3376        75.1371        
1.17205        25.0082        75.6546        
1.15602        24.9578        75.6869        
0.199022       27.4176        75.6213        
3.61201        22.2761        75.6668        
0.732185       26.5214        75.6216        
2.11603        23.381         75.632         
1.65604        24.3405        75.6546        
1.77214        24.0004        75.6388        
1.116          25.9982        75.6288        
3.48325        21.4712        75.6001        
1.17606        25.1046        75.6067        
1.29604        24.9929        75.6065        
0.204061       27.1372        75.6222        
2.01202        23.7027        75.6408        
1.15605        24.8477        75.6258        
0.652161       26.5385        75.651         
1.38405        25.8055        75.66          
